id,name,location,city_id,latitude,longitude
287,Spruce Playlot Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x94\xc6\xc3\xd6\xc7\xe5U\xc0\xfb-\xf0\xcbO\xe6D@',573,41.7993102,-87.5903222
288,Stanton Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x1e\t\xeaJ:\xe9U\xc0\xb9u\x92\x08\xe8\xf3D@',574,41.9055186,-87.6441829
289,Steelworkers Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xda\xf4\xb1\xcc\xec\xe1U\xc0\xf9\x91\x11\x06T\xdeD@',421,41.7369392,-87.5300781
290,Strohacker Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xb7L<V\xdf\xeeU\xc0L\x9b\xbb\xa7\xbc\xe5D@',474,41.7948198,-87.7323814
291,Sumner Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xc3<u\xf6\xdf\xeeU\xc00.Ui\x8b\xefD@',593,41.871442,-87.7324196
292,Tarkington Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00Q=\x88S\x1c\xedU\xc0\xa9\xcb\x18\xd5\xd8\xe1D@',590,41.7644297,-87.7048539
293,Taylor Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00oK\xe4\x823\xe8U\xc0\x80%\xfc\xf7\x85\xe7D@',486,41.8087759,-87.628144
294,Taylor-Lauridsen Playground Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xe7..\xfa/\xe9U\xc0_\x8aa=\xa4\xe8D@',488,41.8175122,-87.6435533
295,The Park at NTA,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00p\xb6\xb91=\xe8U\xc0>\xdf`\xb9\xef\xecD@',587,41.8510658,-87.628735
296,The Prairie Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xa7\xf6\xd8Lt\xebU\xc0*\xe6 \xe8h\xd7D@',667,41.682889,-87.6789734
297,Throop Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x9f\x87$\xc4&\xeaU\xc0?q\x00\xfd\xbe\xedD@',491,41.857391,-87.6586161
298,Tilton Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xbb@\xee\xc7\x12\xefU\xc0\xc1\xc8\xcb\x9aX\xf1D@',494,41.8855165,-87.7355213
299,Touhy Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xc7\x13A\x9c\x07\xebU\xc0W\x13\xfaO\xed\x01E@',496,42.0150547,-87.6723395
300,Trebes Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00#;%\xd6\x18\xeaU\xc0\xd8\xfd\x19\x94\x1f\xf6D@',498,41.9228387,-87.6577659
301,Trumbull Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xde0\x1b\xae\x1f\xe4U\xc0|\x14\t\x01T\xdaD@',499,41.7056886,-87.5644336
302,Tuley Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\\\xe2mJ\x1e\xe7U\xc0\x12\x1d]\x00u\xddD@',500,41.7301331,-87.6112238
303,Union Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x97\xbd\xb6\xc8\x87\xeaU\xc0\x92\x97\x90j3\xf1D@',501,41.8843816,-87.6645376
304,Unity Playlot Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xdd\xc2\xa9\xc5\x96\xedU\xc0wl_\x9b\xe8\xf6D@',502,41.9289736,-87.7123274
305,Valley Forge Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x89\xf46\x91\xf4\xf2U\xc0\x1d`A\xf5j\xe4D@',503,41.7845141,-87.7961772
306,Veteran's Memorial Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xdf\xba\xac\xd3\x92\xe3U\xc0<\t\xb6[\xdc\xdbD@',504,41.7176623,-87.5558366
307,Vittum Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x86\x18T\xc0\xe2\xefU\xc0\xe4\x16N-\xb6\xe6D@',506,41.8024346,-87.7482148
308,Walsh Playground Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00W\xfb\x85h\xbe\xeaU\xc0\x1b\x96\xab\xc4\xe1\xf4D@',511,41.9131399,-87.6678716
309,Ward (A. Montgomery) Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00l\xab\xfe\xad\t\xe9U\xc0\x02p\xa2LY\xf2D@',599,41.8933502,-87.6412158
310,Warren Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00u\x1f\x80\xd4&\xecU\xc0#\x161\xec0\x00E@',514,42.001493,-87.68987
311,Washington Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00S\xef\x04Vi\xe8U\xc0\x0eY\x93]\x1f\xf3D@',516,41.8993947,-87.6314292
312,Washington Park Refectory,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00s6x\xbaN\xe7U\xc0j\xf5\xd5U\x81\xe5D@',637,41.7930095,-87.6141802
313,Washington Square Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00S\xef\x04Vi\xe8U\xc0\x0eY\x93]\x1f\xf3D@',519,41.8993947,-87.6314292
314,Washtenaw Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00F\xb9\x8f7T\xecU\xc0$\xd26\xfeD\xecD@',582,41.8458555,-87.6926402
315,Welles Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x96\x94\xbb\xcf\xf1\xebU\xc0o@\xf0\x9d=\xfbD@',521,41.9628179,-87.686634
316,Wentworth Gardens Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00_\rP\x1aj\xe8U\xc0V\xbe\xc2\xdd\xb4\xe9D@',586,41.8258321,-87.631476
317,Wentworth Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xb4\xbbQu\xd9\xf1U\xc0{\xd0\xfd\xe6\x0f\xe5D@',523,41.7895478,-87.7788976
318,West Chatham Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00/\xbaa\x80i\xe8U\xc0\x8e\x99\x9fvS\xdfD@',525,41.7447346,-87.6314393
319,West Lawn Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00.vVf\xa5\xeeU\xc06\xb8c\xa0!\xe3D@',11,41.7744637,-87.7288452
320,West Pullman Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00q\x84Vqt\xe8U\xc00\r\xc3G\xc4\xd5D@',526,41.6700525,-87.6321071
321,White (Edward H.) Park,"b""\x00\x00\x00\x00\x01\x01\x00\x00\x00L\xe5H\xc2\x99\xe9U\xc0\x8dA'\x84\x0e\xd6D@""",527,41.672318,-87.6500097
322,White (Willye B.) Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00c\x7f\xd9=\xf9\xeaU\xc0(B\x8f\xbd\x83\x02E@',528,42.0196454,-87.6714625
323,Wicker Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00~\x99\xde\xb4O\xebU\xc0A\xc8\xc3\x8c:\xf4D@',583,41.9080368,-87.6767399
324,Wildwood Park,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00n\xe4\x15\xe3\xd7\xf1U\xc0""\xd8]E\xeb\x00E@'",530,42.0071799,-87.7788017
325,Williams Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xf3Z\x95s*\xe8U\xc0\x12\x1a\x1c\x80\xe8\xebD@',584,41.84303285,-87.62759103379703
326,Wilson (Frank J.) Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00kZs\x91\x8c\xf0U\xc0Z\xe9\xfffs\xfbD@',531,41.9644593,-87.7585796
327,Wilson (John P.) Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x15\xb9\x96\x7f\xe3\xe9U\xc0\x9a\xb8\xb0\xc9u\xeaD@',580,41.8317196,-87.6545104
328,Wilson Community Center Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00SQ\x06X\xf5\xe9U\xc0\xbc\xc4\xfd\xec\xec\xeaD@',581,41.8353554,-87.6555996
329,Winnemac Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00n\xde8)\xcc\xebU\xc0LP\xc3\xb7\xb0\xfcD@',578,41.974143,-87.684336
330,Wolfe Playground Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00[J\xf1L\xc3\xe2U\xc0@9e\xc9w\xd9D@',533,41.6989681,-87.5431702
331,Woodhull Playground Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00%\xea\x05\x9ff\xe5U\xc0\xc4b/oi\xe1D@',535,41.7610301,-87.5843885
332,Wrightwood Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xc6\xc3{\x0e\xac\xeaU\xc0ra\xee\xa4\xcf\xf6D@',536,41.9282118,-87.6667515
333,Avondale Gymnastics Center,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00f\xa2\xad\xda\xc6\xedU\xc0\xb5]W\x82{\xf8D@',16,41.9412692,-87.71526209789735
334,Calumet Gymnastics Center,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00t=v\xbc\xee\xe1U\xc0\xd8\x914\xc9\xd9\xdbD@',609,41.7175838,-87.5301963
335,Garfield Gymnastics Center,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x1e\x8bmR\xd1\xedU\xc0\x96@J\xec\xda\xf0D@',611,41.881681,-87.715901
336,Harrison Gymnastics Center,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x99.\x1f\xa4\x02\xebU\xc0\xa2\x04\xa2\xcc\xab\xedD@',606,41.8568054,-87.6720362
337,Hoyne Playground Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x10\x08t&m\xebU\xc0C\xadi\xdeq\xeaD@',245,41.8316,-87.678537
338,Margaret T. Burroughs Beach,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x1f\xbf\xb7\xe9\xcf\xe6U\xc0D\xfbX\xc1o\xebD@',620,41.839348,-87.60644
339,McKinley Gymnastics Center,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xd1\x99\x0fc\xad\xebU\xc0\x8b\xd50\x8dp\xe9D@',610,41.8237473,-87.6824577
340,Oakwood Beach,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xba\xf8\xdb\x9e \xe6U\xc0\xad\x16\xd8c""\xe9D@'",616,41.821362,-87.595741
