id,name,location,city_id,latitude,longitude
144,Jesse White Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xe2x>\x03\xea\xe8U\xc0=\xf2\x07\x03\xcf\xf2D@',650,41.8969425,-87.639283
145,Jonquil Playlot Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xec\xd8\xad\n\xf9\xe9U\xc0\x01\x8a\xec\xde\xe5\xf6D@',262,41.9288901,-87.6558253
146,Judd Goldman Community Sailing Center,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xa1\x11l\\\xff\xe6U\xc0\x8d\xc8\xc1\xb6\x8f\xeeD@',613,41.8637608,-87.609336
147,Juneway Beach Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00~\x1fi\xcb\x94\xeaU\xc0!\xd1_C\xcb\x02E@',264,42.0218281,-87.6653317
148,Kedvale Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xa4\x1fh`\xbf\xeeU\xc09\xf2\x9b\x1d\x04\xf4D@',266,41.9063756,-87.7304307
149,Kells Playground Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xd8\x9f\xc4\xe7N\xedU\xc0\xb5\xfc\xc0U\x9e\xf2D@',268,41.895457,-87.707941
150,Kelly Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xa7\x05/\xfa\n\xeaU\xc0\x97Tm7\xc1\xf9D@',269,41.951209,-87.65692
151,Kelvyn Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x16\x99\xca\xec=\xefU\xc0y\xc9\xff\xe4\xef\xf6D@',271,41.929196,-87.7381546
152,Ken-Well Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x94\x9c\xb8\xc1\xf5\xeeU\xc0\x83\nX\xbc\xa2\xf7D@',276,41.9346538,-87.7337498
153,Kennedy Park,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00`|,\xd8\xa1\xebU\xc0\x89<\xee\x00\xf4\xd7D@'",273,41.6871339,-87.6817532
154,Kennicott Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00/\x8b\xe4\x86:\xe6U\xc0\xbfK\x04\x059\xe8D@',274,41.8142401,-87.5973222
155,Kenwood Community Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00^\xfc\xc8\x08\x03\xe6U\xc0e%\x9c\xcc.\xe7D@',277,41.8061157,-87.5939352
156,Kilbourn Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xd7\xc1\xc1\xdeD\xefU\xc0S \xb3\xb3\xe8\xf8D@',10,41.9446015,-87.7385785
157,"King (Dr. Martin Luther, Jr.) Park",b'\x00\x00\x00\x00\x01\x01\x00\x00\x00|e\xde\xaa\xeb\xe9U\xc0%\xce\x8a\xa8\x89\xe0D@',279,41.754201,-87.655009
158,Kosciuszko Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00R\xc6\t]S\xeeU\xc0QCe\r(\xf7D@',284,41.9309098,-87.7238381
159,La Follette Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x17i=\xd7R\xf0U\xc0\x81\xb4\xff\x01\xd6\xf3D@',287,41.9049685,-87.7550562
160,La Villita Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00S\xb8y>\xde\xecU\xc0\xbd*a\xb7\x19\xf0D@',648,41.8757848,-87.7010647
161,Lake Meadows Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00y\x97\xe6\xb1A\xe7U\xc0\xf7N\x16\x08L\xebD@',288,41.8382578,-87.6133847
162,Lake Shore Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xbf\xe8<t\x8b\xe7U\xc0\xe0\xa2\x93\xa5\xd6\xf2D@',289,41.8971755,-87.6178866
163,Lane Beach Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xd3\xb5@\xcc\xef\xe9U\xc0\x01\xf35p\xac\xfeD@',291,41.9896374,-87.6552611
164,Lawler Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xd3F\x1a\x81\x1d\xf0U\xc04\xe4\x8e\xedk\xe3D@',295,41.7767312,-87.7518008
165,LeClaire-Hearst Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xd1\xa4^\x01\x16\xf0U\xc0\xf8\x0e\xc8o\x1b\xe8D@',297,41.8133373,-87.7513431
166,Leone Beach Park,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x84h\x08""f\xeaU\xc0:o\x08\xfa\xb0\x01E@'",301,42.0132134,-87.6624837
167,Lincoln Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00Q\x0c5\xaf\x8f\xe8U\xc0^zE\x01\xec\xf5D@',602,41.9212648,-87.6337698
168,Lincoln Park Conservatory,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x8a]6\x95\xa0\xe8U\xc0j\xc3\xbc""S\xf6D@'",597,41.9244121,-87.6348012
169,Lincoln Park Cultural Center,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xb1\x12\x98\xf3\xb1\xe8U\xc0\x13g\xa0\x8d\xb7\xf5D@',307,41.9196641,-87.6358613
170,Lindblom Park,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xc5\x92\xcd\xb0,\xebU\xc0\x08\xc5\xfb\x16B\xe4D@'",308,41.7832669,-87.6746027
171,Lowe Playground Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xc9\x87\xea\xf7\x0e\xe9U\xc0r\xc3\xef\xa6[\xe6D@',313,41.799672,-87.6415386
172,Loyola Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xcd\\\xe0\xf2X\xeaU\xc0\x85q\xdc\xcec\x01E@',314,42.0108584,-87.661679
173,Madigan Park,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x14N\x1c\x8aL\xefU\xc0""F\x19\xbb\x8e\xe2D@'",639,41.7699808,-87.7390466
174,Maggie Daley Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xde\x19\x12\x9c\x9f\xe7U\xc0\xb7\x14Fi%\xf1D@',5,41.8839542,-87.6191168
175,Mandrake Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x17\xf2\x08n\xa4\xe6U\xc0\x9e\xee<\xf1\x9c\xe9D@',322,41.825102,-87.603786
176,Mann Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\t\x13\xeb\xf9?\xe3U\xc0j\xd9Z_$\xd4D@',323,41.65736,-87.5507798
177,Maplewood Playlot Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00]\xe6\xcf\x12?\xecU\xc0a\x82dK\xa0\xf4D@',325,41.9111418,-87.6913497
178,Margaret Donahue Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xd7 \x82`D\xeaU\xc0\x96\xcb\xeb-\x8a\xf8D@',651,41.9417169,-87.6604234
179,Margate Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00@\x7fF\x8e\x99\xe9U\xc0e\x1b\xb8\x03u\xfcD@',579,41.972321,-87.6499973
180,Marquette Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xf6\xf0\xc0[\xfb\xecU\xc0\xde\xac\xc1\xfb\xaa\xe2D@',327,41.770843,-87.7028417
181,Mary Richardson Jones Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xb8\xe1\x1c\x1a;\xe8U\xc0E2?\x92\xed\xeeD@',261,41.8666251,-87.6286073
182,Mather Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xccyk\x05\xf2\xecU\xc0\xef\x81\x0c\xd3\xad\xfeD@',332,41.9896797,-87.7022718
183,Mayfair Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00C\x88\xd0\xad|\xefU\xc0k\x05\xf2\x919\xfbD@',6,41.9626944,-87.7419848
184,McFetridge Sports Center,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xb9\x9f\xf8\xd6\xac\xecU\xc0?\xe7\xc9\x90\xbe\xf9D@',2,41.9511281,-87.6980493
185,McGuane Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00(Y\x98\xcf\x83\xe9U\xc0\xe3\x07\x9d\xc6\xac\xebD@',333,41.8412102,-87.6486701
186,McKiernan Playground Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00ML\x17b\xf5\xecU\xc0\xb5\xc7f\xa2c\xd9D@',336,41.6983531,-87.702477
187,McKinley Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xd1\x99\x0fc\xad\xebU\xc0\x8b\xd50\x8dp\xe9D@',103,41.8237473,-87.6824577
188,Merrimac Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x1dv\xdf1<\xf2U\xc0Ij\xfc\x1d\xe5\xf9D@',340,41.9523046,-87.784924
189,Metcalfe Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x8f\x0b\xbd\xb4\x17\xe8U\xc0Xo\xd4\n\xd3\xe8D@',342,41.8189405,-87.6264469
190,Meyering Playground Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00?\xa3\x190m\xe7U\xc0\x9a\x1f$\xb0\xde\xe1D@',343,41.7646084,-87.6160393
191,Midway Plaisance Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00J\x94b\xec)\xe6U\xc0\x8c\x98~.\xbf\xe4D@',347,41.7870844,-87.5963088
192,Minuteman Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xe2\xce\xe0J\xd1\xf0U\xc0+\xd3y\x9e\x89\xe4D@',350,41.7854498,-87.7627742
193,Montrose Beach,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00s\x10t\xb4\xaa\xe8U\xc0b\x91\x15\xb2\xa9\xfbD@',615,41.9661162,-87.635419
194,Moore Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00w\xec\xb1>/\xf0U\xc0\\ A\xf1c\xf0D@',355,41.87805,-87.7528836
195,Moran Playground Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x97}\rw\xe4\xe9U\xc0\x1a\xa8\xe78\x12\xe5D@',356,41.7896186,-87.6545694
196,Morgan Park Sports Center,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00qK\xf5\xae\x8b\xebU\xc0\xdf\xb7kS\x86\xd7D@',660,41.6837868,-87.6804006
197,Mozart Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00_\xbczpR\xeeU\xc0\xee\x91r\x9c\x80\xf5D@',359,41.9179874,-87.7237817
198,Mt. Greenwood Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x06\xf2\xec\xf2\xad\xedU\xc0t\x99\x9a\x04o\xd8D@',358,41.690888,-87.713742
199,Munroe Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00E\xdf\x93=\xf8\xebU\xc0\xdag\xdf&\xed\xd9D@',362,41.7025498,-87.6870264
200,Murray Playground Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x03\xf7\xf2\xf1\xbf\xeaU\xc0\xd5\x99\xd6\x01k\xe1D@',399,41.7610781,-87.6679654
201,Nat King Cole Park,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xb9\xa3\xa4,h\xe7U\xc0AU\x962\xba\xdeD@'",121,41.7400573,-87.6157333
202,Nichols Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xd1rE\xce\xe7\xe5U\xc0\xeb\x1b\x98\xdc(\xe6D@',367,41.798122,-87.5922733
203,Normandy Playground Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00)\xbbODu\xf2U\xc0=gf\xc1\x1f\xe6D@',370,41.7978441,-87.7884074
204,North Avenue Beach,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00(\x01{\x961\xe8U\xc0\x80\x14\xd0\x9f\x91\xf5D@',603,41.9185066,-87.6280266
205,North Park Village Nature Center,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00v8\x15\x04j\xeeU\xc0%\xf1\xa8\xe7\x93\xfeD@',22,41.9888887,-87.7252207
206,Northerly Island,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x84c\x96=\t\xe7U\xc0\xf5\xf1u\xbeD\xeeD@',374,41.8614729,-87.609939
207,Norwood Circle Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x0e\xe0\x88I\x93\xf3U\xc0\xc7\xa1~\x17\xb6\xfeD@',375,41.989932,-87.8058647
208,Norwood Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x0b\x84\xf8\x1b\xc8\xf2U\xc0Yi\xf7PG\xfeD@',376,41.9865514,-87.7934637
209,O'Hallaren Park,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00:?\xc5q\xe0\xeaU\xc0\xee\xa9A=""\xe2D@'",382,41.7666699,-87.669949
210,Oakdale Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00C#3rq\xe9U\xc0\x88Z\xe4\xe8;\xdcD@',378,41.7205783,-87.6475492
211,Ogden Park,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00[\x1d\xa5\xb7\xe4\xe9U\xc0b\xe8""\xcf?\xe3D@'",380,41.7753848,-87.6545848
212,Ohio Street Beach,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xb3\xdf\xc9]:\xe7U\xc00\xe8\xce]\\\xf2D@',626,41.8934438,-87.6129374
213,Olympia Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00=mC{+\xf4U\xc0\xac\xd5\r\xca\xea\xffD@',385,41.9993527,-87.8151539
214,Oriole Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x8d6\xd8\xe5%\xf4U\xc0\x02d\xe8\xd8A\xfdD@',386,41.978572,-87.8148131
215,Osterman Beach,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00R^\xd0\xe7\xc8\xe9U\xc0\xe7\x82D$T\xfeD@',621,41.9869428,-87.6528873
216,Owens Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xb3*\x1d\x07\xb9\xe4U\xc0\x8e63\x9f\x18\xdeD@',388,41.7351264,-87.5737932
217,Oz Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00M\xa5\xfa)i\xe9U\xc0\x1e\x8d\x9e\xb6\xa1\xf5D@',389,41.9189976,-87.6470437
218,Palmer Gymnastics Center,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x8a\x11x\x16s\xe7U\xc0X+\xc9\xf0\x8e\xd8D@',698,41.6918622,-87.6163994
219,Palmer Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x8a\x11x\x16s\xe7U\xc0X+\xc9\xf0\x8e\xd8D@',391,41.6918622,-87.6163994
220,Palmer Square Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xae\x17\x9e\xf2C\xedU\xc0\xea\xa0\x01\xab\xd9\xf5D@',641,41.9207052,-87.7072722
221,Palmisano Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xab%\x1d\xe5`\xe9U\xc0\x13\rR\xf0\x14\xecD@',392,41.844389,-87.646539
222,Park No. 540,b'\x00\x00\x00\x00\x01\x01\x00\x00\x002\xbar\xacA\xe8U\xc0\xafm\x9b\xf3\x9d\xecD@',636,41.8485703,-87.6290084
223,Park No. 548 - Major Taylor Bike Trail,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xd7O\xffY\xf3\xe8U\xc0r\xa6\t\xdbO\xd6D@',320,41.674312,-87.639853
224,Park No. 556,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xbe*\xbcp\x0c\xecU\xc0\xbe\x8a\xe7\xc7\xba\xf6D@',436,41.9275751,-87.6882593
225,Park No. 559,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x90\xbd\xde\xfd\xf1\xe9U\xc06\xd8\x8a\xec9\xffD@',439,41.9939552,-87.655395
226,Park No. 567,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00}Y\xda\xa9\xb9\xebU\xc0\n\xf85\x92\x04\xf5D@',655,41.914202,-87.683207
227,Park No. 568 - West Ridge Nature Preserve,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xe4\xc3V\x91\x12\xecU\xc0\x01\x14#Kf\xfeD@',646,41.98749675,-87.68863328431286
228,Park No. 571 - Eleanor Boathouse,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x1b\xe1\xa3\xb4m\xeaU\xc0\x08\x11_\xdc\xfc\xebD@',642,41.8436542,-87.6629459
229,Park No. 596 - Brighton Park Community Campus,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x1aS\x1f\xfb\xf4\xebU\xc0\xa2\x122\xeb \xe7D@',684,41.8056921,-87.68682745036168
230,Paschen Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x0fd=\xb5z\xebU\xc0Y\xbf\x99\x98.\x01E@',464,42.0092345,-87.6793645
231,Pasteur Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xff\xe1\xf8\xeb\xdf\xeeU\xc0\ndv\x16\xbd\xe4D@',463,41.7870205,-87.7324171
232,Pendleton Playlot Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xd4\x15\xc7\xdc\x90\xe7U\xc0L\x88\xb9\xa4j\xe8D@',86,41.8157545,-87.6182167
233,Peterson Gymnastics Center,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00v8\x15\x04j\xeeU\xc0%\xf1\xa8\xe7\x93\xfeD@',17,41.9888887,-87.7252207
234,Peterson Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00v8\x15\x04j\xeeU\xc0%\xf1\xa8\xe7\x93\xfeD@',9,41.9888887,-87.7252207
235,Ping Tom Memorial Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xde! \xba{\xe8U\xc0?6\xc9\x8f\xf8\xedD@',495,41.859148,-87.6325517
236,Piotrowski Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00w\xe7\x9a\x13\xc5\xeeU\xc0\x9e\xa0\xa8\xc7\x11\xebD@',458,41.8364801,-87.7307786
237,Portage Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xfe\x828j\xe0\xf0U\xc0\xbd\\z\xeaG\xfaD@',15,41.9553197,-87.7636972
238,Pottawattomie Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00x\x8c<Zf\xebU\xc0m\xd3\x8e\xd1\xf0\x01E@',454,42.0151617,-87.6781221
239,Printers Row Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x83\xeb@\x8cF\xe8U\xc0b\xfa\xb9\xfc\xe2\xefD@',666,41.8741146,-87.6293059
240,Prinz Beach Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x9c\xcaX#\xf1\xf3U\xc0j\x9c\xf2\x8d\x8d\x00E@',645,42.0043199,-87.8115929
241,Pulaski Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00?\xee\x11 y\xeaU\xc0\x14F\x0el\xf0\xf3D@',448,41.9057746,-87.6636429
242,Pullman Playlot Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00T\xc5T\xfa\t\xe7U\xc01|DL\x89\xd8D@',447,41.69169,-87.609984
243,Railroad Junction Playlot Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00*oG8\xad\xe6U\xc0\x0e\xa0\xdf\xf7o\xe1D@',445,41.7612295,-87.6043225
244,Rainbow Beach & Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xe9\xb8\x1a\xd9\x15\xe3U\xc0\x98\x98xQ\x05\xe1D@',442,41.7579748,-87.5482085
245,Rainey Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x16\x8b:\xce\xc8\xeeU\xc0\xcbk\x80-\n\xe0D@',443,41.7503106,-87.7310062
246,Ravenswood Manor Playlot Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xea\rRK\xce\xecU\xc0E\xfc\x1eP\x91\xfbD@',444,41.9653721,-87.7000912
247,Revere Park,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x87\xf8,tJ\xecU\xc0\xc8\x0b\xe9\xf0\x10\xfaD@'",3,41.953642,-87.6920443
248,Ridge Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xebo\t\xc0\xbf\xeaU\xc0\xe3\x12\xecd\x15\xdcD@',469,41.7194029,-87.6679535
249,Riis Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xc9\x83>\xa2\xd3\xf1U\xc0\x05\x7f\t&H\xf6D@',471,41.9240768,-87.7785421
250,River Esplanade Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xf2K\xb3/\x8f\xe7U\xc0\x9a\x9d\xa0\xa8\xc7\xf1D@',472,41.8889056,-87.6181144
251,River Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00c\xc1\xb3\xf3\xec\xecU\xc0\xf5^!\x18\xac\xfcD@',8,41.9740019,-87.7019624
252,Roberts Square Playlot Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00<\xa5\x83\xf5\x7f\xf0U\xc0\xe7\x8b\xbd\x17_\xfcD@',478,41.971652,-87.75781
253,Robichaux Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xb0vo\xa0\x9b\xe8U\xc0\\\x99\xa6\xbe\xe2\xdcD@',538,41.7256697,-87.6344987
254,Rogers Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xff-\xb7j\x8d\xecU\xc0\xc8\x9a\x91A\xee\x01E@',541,42.0150835,-87.6961314
255,Ronan Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00kL\xe3r\x17\xedU\xc0\xa99\xd4J|\xfcD@',542,41.9725431,-87.7045562
256,Rosedale Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00i;\xa6\xeeJ\xf2U\xc0h\xb8\\X\x92\xfeD@',544,41.9888411,-87.7858235
257,Rosenblum Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x07\x08\xe6\xe8\xf1\xe4U\xc0\xf9\x84\xec\xbc\x8d\xe0D@',545,41.7543255,-87.577265
258,Rowan Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00g\xb4UId\xe2U\xc0lG\xccG\xad\xd7D@',546,41.6849756,-87.537371
259,Russell Square Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00FH8\x881\xe3U\xc0\xb2lAJG\xdfD@',547,41.7443631,-87.5498982
260,Rutherford Sayre Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00X+$\xaa\x01\xf3U\xc0\x13\xecd\x15\xdb\xf5D@',548,41.9207484,-87.7969766
261,Sauganash Park,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x07\xca\x12B,\xefU\xc0\x1c\xd9K\tw\xfeD@'",12,41.9880077,-87.7370763
262,Schafer Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00b\xc6\xca\x1e\xd7\xeaU\xc0\xbfo2`\x7f\xf6D@',409,41.9257622,-87.6693799
263,Schreiber Playground Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00bBql\xe2\xeaU\xc0\x0f*q\x1d\xe3\xffD@',549,41.9991185,-87.6700698
264,Scottsdale Playground Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00P\x1d\xab\x94\x1e\xefU\xc0\xc9\x05g\xf0\xf7\xdeD@',550,41.7419415,-87.7362415
265,Seneca Playlot Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xf1q\\|\xc0\xe7U\xc0\xe5\xa1J(\xd8\xf2D@',551,41.8972216,-87.6211234
266,Senka Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x004X?\x19\x92\xedU\xc0\x1cb\x17\xa0H\xe5D@',553,41.79127885,-87.71204215227118
267,Senn Playlot Park,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xd4""G\xdf\xc9\xeaU\xc0\xbd\xdc\xcc\x8d\x8e\xfeD@'",554,41.9887254,-87.6685713
268,Seward Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xbb\x98f\xba\xd7\xe8U\xc0*\x15\xf9\x9a\x8a\xf3D@',555,41.9026674,-87.638167
269,Shabbona Gymnastics Center,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00U\x1f\xfeP\x1f\xf3U\xc0_J\xb8\xeb\x00\xf9D@',608,41.9453406,-87.7987864
270,Shabbona Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00U\x1f\xfeP\x1f\xf3U\xc0_J\xb8\xeb\x00\xf9D@',556,41.9453406,-87.7987864
271,Shedd Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x19\x1ff/\xdb\xedU\xc0W\xeaY\x10\xca\xecD@',557,41.8499165,-87.716503
272,Sheil Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x91\x81<\xbb|\xeaU\xc0\x1b\x919\xe0\x04\xf9D@',558,41.9454613,-87.663863
273,Sheridan Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x006\xb1\x1b\x11\xe7\xe9U\xc0\x03\x1e\xbd\x86\x85\xefD@',559,41.8712624,-87.6547282
274,Sherman Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x98\x00W\r\x1d\xeaU\xc0!r\x9f\xc1K\xe6D@',561,41.7991869,-87.6580232
275,Sherwood Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x9a\x93\xbc\xdf\x8d\xe8U\xc0\x04\xf7M\xab2\xe5D@',562,41.7906088,-87.6336593
276,Simons Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x13\x0e\xbd\xc5\xc3\xedU\xc08\t\xef\xbc\x9e\xf4D@',563,41.9110943,-87.715074
277,Skinner Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x8b\x8c\x0eHB\xeaU\xc0\xfa\x9bP\x88\x80\xf0D@',565,41.8789225,-87.6602955
278,Smith (Joseph Higgins) Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00h\xb3E-(\xecU\xc0\xa25P*+\xf2D@',566,41.8919423,-87.6899522
279,Smith (Wendell) Playlot Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\r\xab\xd3\xdce\xe8U\xc0\xa5 .\xef`\xdbD@',567,41.7138957,-87.6312172
280,Snowberry Playlot Park,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xee\xe2GF\x18\xebU\xc0%$-\xf0p\xf2D@',569,41.8940716,-87.6733566
281,Soldier Field,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x9e\x96\x1f\xb8J\xe7U\xc0\xcd\x8aM\xd0\xcb\xeeD@',652,41.8655949,-87.6139355
282,South Shore Beach,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x07\x8d\xaap\x15\xe4U\xc0\x98i\xfbWV\xe2D@',617,41.76826,-87.5638086
283,South Shore Cultural Center,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x07\x8d\xaap\x15\xe4U\xc0\x98i\xfbWV\xe2D@',571,41.76826,-87.5638086
284,South Shore Cultural Center SEV,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x07\x8d\xaap\x15\xe4U\xc0\x98i\xfbWV\xe2D@',640,41.76826,-87.5638086
285,Special Olympics Department,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00v;V\x84\xf6\xe7U\xc0\x14\xd1\ng\x12\xf0D@',697,41.8755616,-87.6244212
286,Special Recreation Department,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00v;V\x84\xf6\xe7U\xc0\x14\xd1\ng\x12\xf0D@',692,41.8755616,-87.6244212
